,tweet,class,clean_tweet,target
14191,RT @AngelHaze: bye bitch. im blocking u RT @onikallah: @AngelHaze i drew you &#128158; http://t.co/60HiEbFWic,1,bye bitch im blocking drew 128158,Offensive
14192,RT @AngelLongoria1: Neymar fell like a bitch,1,neymar fell like bitch,Offensive
14193,"RT @Anisa_So_Thick: @MsSashaBelle ur a wack bitch who sells her pussy for $65.00 , lives with her mom then was homeless cut the lies&#128521; http&#8230;",1,thick ur wack bitch sell pussy 65 00 life mom homeless cut lie 128521 http 8230,Offensive
14194,RT @Anisa_So_Thick: Now let me write your mom since I have her address &amp; let her know her daughter is in Miami selling pussy for $85 &#128536;,1,thick let write mom since address let know daughter miami selling pussy 85 128536,Offensive
14195,"RT @Anisa_So_Thick: the next call will be to immigration w/ your I.d your sex reviews &amp; your ad bitch I warned you , you lie I have facts &amp;&#8230;",1,thick next call immigration w sex review ad bitch warned lie fact 8230,Offensive
14196,"RT @AnnCoulter: Invite me on your show, you lying pussy. RT @Matthops82 ""Republicans are afraid of me. They don't want to talk to me."" - &#8230;",1,invite show lying pussy republican afraid want talk 8230,Offensive
14197,RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw,2,halloween candy corn bird,Neither
14198,RT @Annnna_dav69: I hate trailer trash &#128567;,0,dav69 hate trailer trash 128567,Hate
14199,RT @Annnna_dav69: Ima make you my bitch &#128521;,1,dav69 ima make bitch 128521,Offensive
14200,"RT @Anointed_Mouf: Would be so happy, so many bitches would be humbled RT @djdmt: How would you feel if they discontinued the sale of weave""",1,mouf would happy many bitch would humbled would feel discontinued sale weave,Offensive
14201,"RT @Anotherpotheadd: Read my lips bitch, what? My mouth isnt workin?",1,read lip bitch mouth isnt workin,Offensive
14202,RT @AntBreezyOBB: Theses niggas hoes and these bitches greedy,1,thesis nigga hoe bitch greedy,Offensive
14203,"RT @AnthonyBialy: .@SenatorReid I'm sure this tweet will protect you from karmic payback, bitch.",1,sure tweet protect karmic payback bitch,Offensive
14204,"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway.",0,well maryland bunch hateful redneck anyway,Hate
14205,RT @AntiCHILL: Just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch,1,convo wit ex n reminded ex smh idk even answerd bitch,Offensive
14206,"RT @AntiJokeJamal: A dick has a sad life: His hair is a mess, his family is nuts, his neighbor's an asshole, his best friend's a pussy & ...",1,dick sad life hair mess family nut neighbor asshole best friend pussy,Offensive
14207,"RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;",2,honk horn 4 second light turn green shut car lay hood feed bird fo 8230,Neither
14208,RT @Antonio10_C: Yo mother(dedication hoe) - rich homie Tono feat. Childish Miguelito &amp; young patty.....coming soon #sorry4thewait,1,c yo mother dedication hoe rich homie tono feat childish miguelito young patty coming soon sorry4thewait,Offensive
14209,RT @AntzInHerPantz: This what y'all hoes want? &#128528;&#128528;&#128528;&#128528;&#128528; https://t.co/tAGjue7mr7,1,hoe want 128528 128528 128528 128528 128528,Offensive
14210,RT @AnunnakiGod: bitch what ocean is this?? http://t.co/YLkR2GeJ1Z,1,bitch ocean,Offensive
14211,"RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k&#8230;",2,far right hero around rwnj souza took twitter thanksgiving mock trayvon martin murdered k 8230,Neither
14212,RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,0,brandon phelps hoe as nigga wen see smack like da lil bitch 300,Hate
14213,"RT @ArcticFox2016: 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids http://t.co/VnR60MjFo6",2,150 christian massacred jihadi muslim slept including pastor wife kid,Neither
14214,"RT @ArianaGrande: Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",2,oh torrence stand cheer leading squad love pom pom feed bon bons night,Neither
14215,RT @AriaunaDaVon: &#8220;@WhitDAWGem_: &#8220;@AriaunaDaVon: @WhitDAWGem_ bitch go to sleep. You have work in the morning.&#8221; Lol yes master&#8221; &#128557;&#128514;&#128530;,1,8220 8220 bitch go sleep work morning 8221 lol yes master 8221 128557 128514 128530,Offensive
14216,RT @Arie_0723: Don't be a bitch to someone who can out bitch you.,1,0723 bitch someone bitch,Offensive
14217,RT @AriesSpears: These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&#8230;,0,young cat drafted nba today walking lotto ticket wait till nigga find pussy come 8230,Hate
14218,RT @ArlisDoNotChill: This bitch played too much Subway Surfer http://t.co/BK5UnHQO3z,1,bitch played much subway surfer,Offensive
14219,RT @ArmyBulldog20: @AcmeHandle Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.,1,nothing russian suppoof rebel surprise putin view obama pussy,Offensive
14220,RT @Arrogantiii: Ona niggas I'll really beat dat hoe up,1,ona nigga really beat dat hoe,Offensive
14221,RT @ArtAdame1: Your mcm is a lil bitch,1,mcm lil bitch,Offensive
14222,RT @AsaAkira: A bird just flew into my hotel room. I'd rather get gangbanged by 10 Mandingos for 2 days straight than experience that again&#8230;,1,bird flew hotel room rather get gangbanged 10 mandingos 2 day straight experience 8230,Offensive
14223,RT @AsapCruz: Omg seriously do bitches still love Sosa??!?,1,omg seriously bitch still love sosa,Offensive
14224,"RT @AshAmador: Started off with a OZ
End up riding fo' deep
Pull up to that club like muthaufckin ho you don't know me&#127926;",1,started oz end riding fo deep pull club like muthaufckin ho know 127926,Offensive
14225,RT @AshleighRollin: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221; Trash,1,8220 kissin small lip trash lol 8221 trash,Offensive
14226,RT @AshlynnFullmer: This is my beach bitch @tonydecola http://t.co/uEqoEylafP,1,beach bitch,Offensive
14227,RT @AshtonMartin97: @WhitfordZach29 that's 5 years away from legal drinking age and 14 year old pussy ?? ahaha eat ice cream not pussy bud,1,5 year away legal drinking age 14 year old pussy ahaha eat ice cream pussy bud,Offensive
14228,RT @AsiaCakesss: Y'all be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner,1,makin nigga microwaveable dinner meanwhile eatin another bitch homemade dinner,Offensive
14229,RT @AskWhy05: I hat that I paint my beard shit... Just eat some pussy and grow you one dawg... Quit tryin to shortcut it,1,hat paint beard shit eat pussy grow one dawg quit tryin shortcut,Offensive
14230,RT @AssPicsandVines: When you rubbing on her booty then start playing with her pussy with ya thumb&#128523; &gt;&gt;&gt;&gt;&gt; http://t.co/JJQ5z1CAhg,1,rubbing booty staplaying pussy ya thumb 128523,Offensive
14231,RT @AssholeOfDaYear: Always a bit of irony in the air when chicks call strippers hoes then grind on yo dick 4 free to the same song stri ...,1,always bit irony air chick call stripper hoe grind yo dick 4 free song stri,Offensive
14232,RT @AssholeOfDaYear: Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.,1,beyonce made many hoodrat anthem hoe point life,Offensive
14233,"RT @AssholeOfDaYear: I hope my kids don&#8217;t disappoint me by coming out ugly, I got too many plans to get hoes indirectly with them.",1,hope kid 8217 disappoint coming ugly got many plan get hoe indirectly,Offensive
14234,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.,0,rudy gay faggot changing last name got money,Hate
14235,RT @Asshole_God: Hate fags? The answer's yes.,0,god hate fag answer yes,Hate
14236,RT @AthIeteChamp: Destroying a team that talked trash before the game &gt;&gt; &#128076;,1,destroying team talked trash game 128076,Offensive
14237,"RT @AtlasSmugged: women only play casual game like Kim K game &amp; anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi&#8230;",2,woman play casual game like kim k game anger bird play real game like male power fantasy 2 jingoi 8230,Neither
14238,RT @AudrianaReye: That's my bitch man I swear,1,bitch man swear,Offensive
14239,RT @AugustAlsina: &#8220;@SharaPlus2: #AskAugust How Tall are you? I keep getting different answers from different people &#127806;&#128064;&#127806; @AugustAlsina&#8221;&lt; abo&#8230;,2,8220 askaugust tall keep getting different answer different people 127806 128064 127806 8221 abo 8230,Neither
14240,RT @AustinToEllen: Praying today's m&amp;g pictures don't come out yellow &#128591;,2,praying today g picture come yellow 128591,Neither
14241,"RT @AutyAut_: I hate when people say you can't befriend a hoe. How bitch how!?
1. I'm only held accountable for my pussy.
2. It's all about&#8230;",1,hate people say befriend hoe bitch 1 held accountable pussy 2 8230,Offensive
14242,RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,2,nothing hotter pale albino chick play guitar,Neither
14243,RT @AveryRondinelli: @tneut10 but then who is going to host the baddest bitch competition?,1,going host baddest bitch competition,Offensive
14244,"RT @Avery_Ave23: &#8220;@iKeepItTooReal: When the trash bag is so full , you can barely tie it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;OMG!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",2,ave23 8220 trash bag full barely tie 128548 128548 sttooopp 128563 128514 128514 128557 128557,Neither
14245,RT @AwwAdorable: I want a pet monkey &#128553;&#128525; http://t.co/8wy8gDJIEJ,2,want pet monkey 128553 128525,Neither
14246,RT @AwwBroYouAhHoe: Big booty bitches always win.,1,big booty bitch always win,Offensive
14247,RT @Ay30Mayne: This next generation is being raised to be a bunch of mindless pussies with no discipline.,1,next generation raised bunch mindless pussy discipline,Offensive
14248,"RT @AyGeraldJay: The ape was like ""Oh you niggas gon learn today"" &#128557;&#128128; https://t.co/FYK1XeBgV7",1,ape like oh nigga gon learn today 128557 128128,Offensive
14249,RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be explained,2,apology trash understood gotta explained,Neither
14250,RT @AyeYoitsDupree: Rape is NEVER something to mock like this. I stand with Jada #jadapose http://t.co/uEbuOBwTbg,2,rape never something mock like stand jada jadapose,Neither
14251,RT @AyeeDeb: Ray J is the perfect example of what happens when you give a lame nigga some pussy.,0,ray j perfect example happens give lame nigga pussy,Hate
14252,RT @Ayoo_Desiee: Got like 10 hoes &#128143;&#128143;&#128143;&#128143; 3 baes &#128107;&#128107;&#128109;,1,desiee got like 10 hoe 128143 128143 128143 128143 3 baes 128107 128107 128109,Offensive
14253,"RT @Ayyee_Vonte: Why do people have A Problem with Gay People? Know what, fuck it... I Got A Problem with you Straight hoes! Now what?",1,vonte people problem gay people know fuck got problem straight hoe,Offensive
14254,RT @AyyyeThatsChubb: Mama said no pussy cats inside my dog house,1,mama said pussy cat inside dog house,Offensive
14255,"RT @AzlanTheGoat: ""These hoe ain't loyal""

- a nigga who cheated on his girl 7 times and just broke up with him.",1,hoe loyal nigga cheated girl 7 time broke,Offensive
14256,"RT @AzlanTheGoat: Females always talk about how on point their nails and eyebrows are, okay bitch your personality is still shit though.",1,female always talk point nail eyebrow okay bitch personality still shit though,Offensive
14257,RT @B1B_Lancer: Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP,2,lancer cue liberal left uncle tom attack tim scott 4 3 2 tcot teaparty gop,Neither
14258,RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.,0,water wet nike dc trash,Hate
14259,"RT @BARRYCLERJUSTE: Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",2,whatchu sayin hoe know im man hoe,Neither
14260,RT @BBflockaJames: Point proven ima catch you bitch RT @Aj_Swagggg: @BBflockaJames ok bud,1,point proven ima catch bitch swagggg ok bud,Offensive
14261,RT @BCniggas: I know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas,1,know plenty hoe love nigga bitch fuckin nigga,Offensive
14262,"RT @BG_RAMBOE: ""@1stblock_thomas: Gotta link with bro Rambo &#128181;&#128299;"" fashoo nd we gotta PULL Up ona pussy boys",1,ramboe thomas gotta link bro rambo 128181 128299 fashoo nd gotta pull ona pussy boy,Offensive
14263,RT @BIGBROWNLEE: The Homie @WersMyLIGHTAAAA Got This bitch Rocken,1,homie got bitch rocken,Offensive
14264,RT @BIGHOMIEMARKIE: Dese bitches ain't shit I get em high and feed em dick,1,dese bitch shit get em high feed em dick,Offensive
14265,RT @BIGTQMB: Just call me a nigger cause that's what u really want to say at the end of the day @pillz78,1,call nigger cause really want say end day,Offensive
14266,RT @BJayBlast: Damn near in love with all them hoes when I'm with em.,1,damn near love hoe em,Offensive
14267,"RT @BJayBlast: I love my family, but I wouldn't even need water to pop that Red Pill. That hoe is getting taken swiftly. http://t.co/wtXEOm&#8230;",1,love family even need water pop red pill hoe getting taken swiftly,Offensive
14268,"RT @BJayBlast: I really don't be tryna hoe nobody.. I eat, we all eat. Literally.",1,really tryna hoe nobody eat eat literally,Offensive
14269,RT @BJayBlast: RT @Bdell1014: Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe &amp; stop choo&#8230;,1,man insecure cause make feel like gotta compete guy stop hoe stop choo 8230,Offensive
14270,RT @BLACKHILTON Glad none of my followers can say they fucked #noway + yall hoes REALLY make this a goal...,1,glad none follower say fucked noway yall hoe really make goal,Offensive
14271,RT @BLACKHILTON Some of y'all hoes thighs be so thick and can't even walk + Yankee food,1,hoe thigh thick even walk yankee food,Offensive
14272,"RT @BLVKOUT: &#8220;@EMPRESSRAW: &#8220;@Naezus: Best man ever RT @TRILL_A_G: ""I'd fuck her right in the pussy!!!!"" http://t.co/Xfn5gaURXm&#8221;&#128514;&#128514;&#128514;&#8221; my nigg&#8230;",1,8220 8220 best man ever g fuck right pussy nigg 8230,Offensive
14273,RT @BNaStY00037: Could you please refrain from being a dumb bitch,1,could please refrain dumb bitch,Offensive
14274,"RT @BORNhvstler: If I see a bitch coming at me like this , that mean I got 1.2 seconds to get up and get right &#128514;&#128514;&#128514; hoethea sat there http:/&#8230;",1,see bitch coming like mean got 1 2 second get get right 128514 128514 128514 hoethea sat http 8230,Offensive
